Name,logn,logq,points,RealRes,result,error,tinit,tcsv,tenc,tdist,tdec
1222-20131211183718.txt,13,208,1629,10252.175656,10314.412571,0.607061,919.241059,4.351034,15.820771,146.224984,5.529956
1223-20131211191721.txt,13,208,2029,13113.271780,13790.581518,5.165071,898.287564,4.138929,14.574500,158.657367,4.873284
1224-20131212181854.txt,13,208,1598,10732.146976,10918.381540,1.735296,931.344624,3.156542,14.272584,142.793960,5.731059
1231-20131212174445.txt,13,208,1522,12192.200166,12218.676750,0.217160,908.157884,4.851618,27.159872,172.774460,5.591303
123-20131212180716.txt,13,208,879,6995.928592,7070.850129,1.070931,995.522666,2.347566,16.253533,170.896056,5.309594
1232-20131212170757.txt,13,208,1514,11700.213254,11679.305838,-0.178693,871.247833,3.055897,15.234279,167.271549,9.376167
1234-20131208175819.txt,13,208,1432,10292.439832,10304.821437,0.120298,872.584992,2.528665,14.612233,159.453223,4.881317
1237-20131211161856.txt,13,208,916,8036.742698,8002.066299,-0.431473,880.397616,3.085430,15.124170,149.023853,5.295750
1238-20131202183736.txt,13,208,1054,7307.840814,8039.104609,10.006564,901.132125,3.441442,24.554916,178.755000,6.072127
1239-20131212190847.txt,13,208,1118,7507.947668,7335.151271,-2.301513,889.656992,6.188227,18.198658,156.391861,5.846041
1240-20131212180054.txt,13,208,1851,13199.660875,13384.507572,1.400390,978.362594,4.472763,13.683588,143.092908,5.709666
1241-20131203061336.txt,13,208,766,7789.550978,7541.873827,-3.179608,902.979914,6.318406,16.532639,160.105506,8.773216
124-20131130092547.txt,13,208,739,6077.904669,6068.386275,-0.156607,939.950881,3.798256,15.581147,143.153709,5.071233
1242-20131130111510.txt,13,208,1865,12943.013483,12869.075408,-0.571259,956.260914,5.978735,15.725136,158.113706,6.078847
1243-20131212173003.txt,13,208,1449,10105.997526,10207.407878,1.003467,942.824336,4.122750,14.304876,185.206252,9.399457
1244-20131212190854.txt,13,208,994,7917.605398,7821.478035,-1.214096,965.375430,2.702159,13.827212,137.067795,5.014174
1245-20131210174309.txt,13,208,1759,12105.701058,12307.371383,1.665912,899.305120,4.620691,15.850726,147.514165,5.479861
1246-20131212182352.txt,13,208,708,5542.390470,5481.289724,-1.102426,991.769627,2.591537,15.561856,172.174378,5.249298
1250-20131208101413.txt,13,208,1707,13438.258375,13366.788582,-0.531838,946.302954,3.815937,13.727583,143.911480,5.460577
125-20131015185615.txt,13,208,1816,15277.577622,15238.491668,-0.255839,871.556113,3.999802,15.430088,155.471417,5.375892
1252-20131209210028.txt,13,208,836,4970.470665,4931.475243,-0.784542,926.830695,2.193263,16.721074,150.252990,5.665030
1253-20131212180016.txt,13,208,1693,11113.748663,11226.651658,1.015886,1021.471160,3.225906,14.281567,177.581529,5.318916
1254-20131206110627.txt,13,208,646,4329.960629,4284.539554,-1.048995,905.436174,1.996546,15.182820,149.186623,5.353303
1255-20131212091225.txt,13,208,1175,9925.071104,9906.847342,-0.183613,955.018546,3.448854,16.962033,145.440818,5.396305
1256-20131212180711.txt,13,208,1002,6657.356160,6599.297319,-0.872101,883.712359,2.943010,13.977225,141.193293,4.823414
1257-20131212061302.txt,13,208,588,6156.893013,6014.652553,-2.310264,931.513197,2.857700,16.529263,161.684553,6.120651
1258-20131206100412.txt,13,208,1521,11931.203913,11874.821089,-0.472566,921.269120,4.991695,14.562485,151.539701,5.407265
1259-20131208085950.txt,13,208,1448,10277.356645,10408.955510,1.280474,901.156330,4.076164,15.700818,148.506478,6.182352
1260-20131206113810.txt,13,208,503,2915.802722,2964.857527,1.682377,895.958651,2.080664,17.009592,156.902483,5.409814
1262-20131206135053.txt,13,208,544,3581.052773,3538.016824,-1.201768,900.714278,3.847044,16.678722,159.919371,5.826982
1264-20130724192839.txt,13,208,828,4660.160604,4600.338564,-1.283691,905.704637,5.430741,15.705784,150.009676,5.918830
1265-20131205124944.txt,13,208,274,1676.292351,1698.719169,1.337882,935.932065,2.403886,14.809153,154.334848,5.398938
1266-20131212161453.txt,13,208,1631,20474.978403,20441.531017,-0.163357,927.653334,4.979018,18.692636,171.201011,5.370232
1267-20131201090726.txt,13,208,1178,10239.580581,10173.386312,-0.646455,925.981998,3.353172,15.310512,151.644084,5.071208
1268-20131208100920.txt,13,208,827,6422.203960,6358.760121,-0.987883,928.378738,3.917107,15.704967,140.312805,5.962521
1269-20131207091254.txt,13,208,1527,11241.769995,11122.729345,-1.058914,891.098699,4.169176,15.661672,167.286253,7.431195
1270-20131208105744.txt,13,208,789,5294.965508,5377.460529,1.557990,963.876784,2.023017,15.484217,220.597503,10.197748
1271-20131212182306.txt,13,208,1532,12856.729837,12762.508593,-0.732855,1042.555469,3.537190,13.613668,140.421210,5.227219
127-20131212183451.txt,13,208,665,4993.566670,4949.341927,-0.885634,913.414734,2.439673,13.750810,154.969050,4.760668
1272-20131212184840.txt,13,208,346,2482.709419,2554.056483,2.873758,850.322575,2.149107,15.425078,158.317981,6.036270
1273-20131210180704.txt,13,208,895,6003.761678,5927.580549,-1.268890,927.514071,2.333683,14.185667,140.638493,5.004450
1274-20131209202039.txt,13,208,535,4962.463999,4949.726262,-0.256682,957.130321,1.824108,16.386710,144.715519,5.430755
1275-20131212180148.txt,13,208,942,7964.976280,7875.623770,-1.121818,889.989501,2.792504,16.204829,199.503913,5.328905
1276-20131209174610.txt,13,208,360,2879.465968,2869.177151,-0.357317,885.603121,1.647811,15.272348,150.484808,5.743168
1277-20131210172539.txt,13,208,637,4915.715225,4856.671471,-1.201122,992.787980,4.988611,14.453307,141.366117,5.472246
1278-20131212193122.txt,13,208,532,4915.526391,4872.776673,-0.869687,942.598031,2.715527,19.330963,187.426709,6.690250
1280-20130721202923.txt,13,208,744,3975.298233,3925.385768,-1.255565,924.184962,3.529463,14.358909,143.669347,5.171987
128-20131114192515.txt,13,208,1082,7960.088812,7828.545106,-1.652541,891.635533,1.249654,13.467989,160.483728,7.295244
1282-20131212094442.txt,13,208,630,10279.801926,10295.595994,0.153642,966.024559,3.013642,19.576175,163.399246,5.443089
1285-20131212183223.txt,13,208,2042,35196.293064,-27885.238728,-179.227772,930.034077,7.519724,14.507559,147.655601,7.042796
1286-20131212121309.txt,13,208,653,5186.673451,5144.416423,-0.814723,959.887841,2.096160,15.213706,155.439420,7.565357
1289-20131211114543.txt,13,208,1715,11673.756069,11773.213164,0.851972,910.924427,4.951537,19.511115,199.765307,7.247892
1290-20131212185836.txt,13,208,1188,2987.594426,3148.544654,5.387285,913.672440,3.694831,19.872962,161.148520,5.609658
1291-20131212173345.txt,13,208,824,6349.079480,6291.028007,-0.914329,897.905785,5.260075,14.331974,169.784169,9.127035
129-20131210184007.txt,13,208,1487,7912.952182,8329.741691,5.267181,1002.263712,4.889753,18.257003,172.149827,5.393973
1292-20131210111930.txt,13,208,1567,11660.249818,11557.647022,-0.879937,935.106580,5.554319,14.417696,213.549966,11.707373
1298-20131212180903.txt,13,208,1070,3363.598363,3876.542114,15.249851,884.092359,4.287375,18.729900,196.970329,13.733259
1300-20130715182911.txt,13,208,494,2721.801743,2724.632718,0.104011,929.780081,3.552501,14.743961,143.441859,10.233943
1301-20131212183611.txt,13,208,1096,11324.305251,11375.333026,0.450604,944.162526,3.351306,19.526744,196.241483,9.076995
130-20131211194223.txt,13,208,1041,9207.912668,9149.523492,-0.634120,957.456954,3.233255,13.531536,137.703937,5.022698
1303-20131212190542.txt,13,208,1124,4824.164588,5082.975072,5.364877,995.039946,3.418044,20.197777,189.093877,5.497105
1305-20131212184730.txt,13,208,1865,4075.191655,4025.890498,-1.209787,982.271374,5.529716,14.209351,160.536966,7.431091
1308-20131212181420.txt,13,208,1874,6978.325122,7630.673455,9.348208,891.796634,4.641940,19.959535,195.059893,7.380622
1309-20131212052713.txt,13,208,1599,11205.091245,11229.126274,0.214501,928.711940,4.368017,14.506609,139.771754,5.290874
1311-20131212132355.txt,13,208,1255,9773.405107,9677.334182,-0.982983,942.486625,4.170226,19.767526,193.577514,7.100686
131-20131010184123.txt,13,208,1771,15599.386405,15580.995615,-0.117894,910.782587,5.481083,19.669130,156.530943,7.081031
1312-20131212181812.txt,13,208,1657,12984.122183,12892.851192,-0.702943,919.229208,4.699999,17.378976,198.004648,7.094974
1313-20131212171333.txt,13,208,1447,11197.177186,11190.178465,-0.062504,946.275421,3.035401,18.848151,165.177288,5.415896
1314-20131212182040.txt,13,208,1000,6951.502656,6852.374222,-1.426000,927.834461,2.816442,14.474628,173.340261,7.419430
1318-20131211152944.txt,13,208,399,6257.963422,6334.953264,1.230270,996.298993,2.624539,14.749882,144.376863,5.122711
1319-20131212185242.txt,13,208,1555,7038.313994,7434.608816,5.630536,911.275604,5.139281,20.407483,193.916748,7.452183
1320-20131212174020.txt,13,208,1583,12345.244088,12428.436069,0.673879,937.428590,5.312086,19.060030,145.912430,5.697568
1321-20131212115532.txt,13,208,1197,7767.512751,7830.895249,0.815995,903.000886,3.576490,15.775455,201.680835,9.992804
132-20130605165252.txt,13,208,985,3062.384726,3140.225450,2.541834,938.087405,3.471273,18.549649,179.871093,5.377684
1322-20131212091210.txt,13,208,1561,13973.419994,13871.652858,-0.728291,932.007153,4.616509,19.459498,208.541977,7.861781
1323-20131212185616.txt,13,208,1435,12051.571536,11945.710053,-0.878404,972.693720,6.359389,15.809398,162.831459,5.447687
1327-20131212183750.txt,13,208,890,5783.142553,5752.351302,-0.532431,1018.973963,3.670059,20.446447,193.009228,7.284366
1328-20131212173218.txt,13,208,1365,11994.439801,12015.257056,0.173558,854.670469,4.671248,18.122248,165.132156,5.239960
