Name,logn,logq,RealRes,RealResPol,result,error,errorPol,tinit,tcsv,tenc,tdist,tdec,in_mean,in_std,in_min,in_max
Data/dataUsedFor1k/MAC000006.txt15,12,106,17.560000,25.773511,25.710318,46.414110,-0.245186,162.407117,22.228735,124.047910,1146.704770,84.686049,0.042871,0.056076,0.000000,0.736000
Data/dataUsedFor1k/MAC000006.txt16,12,106,15.780800,24.376940,24.437062,54.853127,0.246635,162.407117,22.228735,124.047910,1146.704770,84.686049,0.038527,0.049369,0.000000,0.705000
Data/dataUsedFor1k/MAC000006.txt17,12,106,14.427000,23.306654,23.297023,61.482106,-0.041320,162.407117,22.228735,124.047910,1146.704770,84.686049,0.035222,0.042530,0.000000,0.492000
Data/dataUsedFor1k/MAC000006.txt18,12,106,15.575400,24.189889,24.193391,55.330784,0.014477,162.407117,22.228735,124.047910,1146.704770,84.686049,0.038026,0.046185,0.000000,0.570000
Data/dataUsedFor1k/MAC000006.txt19,12,106,16.433200,24.817439,24.771991,50.743559,-0.183129,162.407117,22.228735,124.047910,1146.704770,84.686049,0.040120,0.045723,0.000000,0.471000
Data/dataUsedFor1k/MAC000006.txt20,12,106,5.064800,16.392755,16.324586,222.314526,-0.415848,162.407117,22.228735,124.047910,1146.704770,84.686049,0.012365,0.031970,0.000000,0.469000
Data/dataUsedFor1k/MAC000006.txt21,12,106,15.256400,23.934896,23.926467,56.829049,-0.035218,162.407117,22.228735,124.047910,1146.704770,84.686049,0.037247,0.044298,0.000000,0.450000
Data/dataUsedFor1k/MAC000006.txt22,12,106,16.405000,24.807699,24.805086,51.204428,-0.010533,162.407117,22.228735,124.047910,1146.704770,84.686049,0.040051,0.046744,0.000000,0.575000
Data/dataUsedFor1k/MAC000006.txt23,12,106,18.363400,26.328941,26.349191,43.487541,0.076912,162.407117,22.228735,124.047910,1146.704770,84.686049,0.044833,0.053013,0.000000,0.607000
Data/dataUsedFor1k/MAC000006.txt24,12,106,20.723000,28.220267,28.252316,36.333138,0.113569,162.407117,22.228735,124.047910,1146.704770,84.686049,0.050593,0.063257,0.000000,0.703000
Data/dataUsedFor1k/MAC000006.txt25,12,106,18.525400,26.469931,26.577376,43.464520,0.405914,162.407117,22.228735,124.047910,1146.704770,84.686049,0.045228,0.054674,0.000000,0.563000
Data/dataUsedFor1k/MAC000006.txt26,12,106,18.451600,26.407985,26.444451,43.317931,0.138089,162.407117,22.228735,124.047910,1146.704770,84.686049,0.045048,0.054104,0.000000,0.571000
Data/dataUsedFor1k/MAC000007.txt0,12,106,42.944000,48.168811,48.294549,12.459363,0.261036,146.778652,15.408329,83.548952,780.685365,51.523039,0.104844,0.173734,0.000000,1.775000
Data/dataUsedFor1k/MAC000007.txt1,12,106,53.741200,57.911296,57.919265,7.774416,0.013761,146.778652,15.408329,83.548952,780.685365,51.523039,0.131204,0.202981,0.000000,1.866000
Data/dataUsedFor1k/MAC000007.txt2,12,106,51.937800,56.277790,56.261594,8.324947,-0.028778,146.778652,15.408329,83.548952,780.685365,51.523039,0.126801,0.198505,0.000000,1.707000
Data/dataUsedFor1k/MAC000007.txt3,12,106,57.717800,61.495180,61.463049,6.488898,-0.052250,146.778652,15.408329,83.548952,780.685365,51.523039,0.140913,0.211831,0.000000,1.988000
